# gmm-acc-stats-ali exp/tri3b/18.mdl "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/1/utt2spk scp:data/train/split8/1/cmvn.scp scp:data/train/split8/1/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/1/utt2spk ark:exp/tri3b/trans.1 ark:- ark:- |" "ark,s,cs:gunzip -c exp/tri3b/ali.1.gz|" exp/tri3b/18.1.acc 
# Started at Tue May  7 16:16:13 KST 2019
#
gmm-acc-stats-ali exp/tri3b/18.mdl 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split8/1/utt2spk scp:data/train/split8/1/cmvn.scp scp:data/train/split8/1/feats.scp ark:- | splice-feats  ark:- ark:- | transform-feats exp/tri2b_ali/final.mat ark:- ark:- | transform-feats --utt2spk=ark:data/train/split8/1/utt2spk ark:exp/tri3b/trans.1 ark:- ark:- |' 'ark,s,cs:gunzip -c exp/tri3b/ali.1.gz|' exp/tri3b/18.1.acc 
apply-cmvn --utt2spk=ark:data/train/split8/1/utt2spk scp:data/train/split8/1/cmvn.scp scp:data/train/split8/1/feats.scp ark:- 
transform-feats exp/tri2b_ali/final.mat ark:- ark:- 
transform-feats --utt2spk=ark:data/train/split8/1/utt2spk ark:exp/tri3b/trans.1 ark:- ark:- 
splice-feats ark:- ark:- 
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 50 utterances; for utterance s001fcc3pjh02-20150804-Korean-set001050 avg. like is -47.607 over 858 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5800 utterances; for utterance s008mks4kbj00-20150804-Korean-set008017 avg. like is -46.4576 over 668 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5850 utterances; for utterance s008mks4kbj00-20150804-Korean-set008067 avg. like is -45.7341 over 858 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5900 utterances; for utterance s008mks4kbj00-20150804-KoreanbabbleSNR10-set008012 avg. like is -48.4837 over 1268 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 5950 utterances; for utterance s008mks4kbj00-20150804-KoreanbabbleSNR10-set008062 avg. like is -46.8531 over 818 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6000 utterances; for utterance s009fkw4sys00-20150804-Korean-set009007 avg. like is -51.4103 over 998 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6050 utterances; for utterance s009fkw4sys00-20150804-Korean-set009057 avg. like is -46.0479 over 548 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6100 utterances; for utterance s009fkw4sys00-20150804-KoreanhfchannelSNR10-set009002 avg. like is -40.9225 over 738 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6150 utterances; for utterance s009fkw4sys00-20150804-KoreanhfchannelSNR10-set009052 avg. like is -39.7761 over 618 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6200 utterances; for utterance s009fkw4sys00-20150804-KoreanhfchannelSNR10-set009102 avg. like is -40.9393 over 638 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6250 utterances; for utterance s009m2ybs00-20150804-Korean-set009047 avg. like is -52.3794 over 279 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6300 utterances; for utterance s009m2ybs00-20150804-Korean-set009097 avg. like is -51.5824 over 320 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6350 utterances; for utterance s009m2ybs00-20150804-KoreandestroyeropsSNR10-set009041 avg. like is -44.4558 over 385 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6400 utterances; for utterance s009m2ybs00-20150804-KoreandestroyeropsSNR10-set009091 avg. like is -45.3062 over 594 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6450 utterances; for utterance s009mss2hsk00-20150804-Korean-set009035 avg. like is -43.8105 over 878 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6500 utterances; for utterance s009mss2hsk00-20150804-Korean-set009085 avg. like is -45.0991 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6550 utterances; for utterance s009mss2hsk00-20150804-Koreancar1SNR10-set009030 avg. like is -44.2377 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6600 utterances; for utterance s009mss2hsk00-20150804-Koreancar1SNR10-set009080 avg. like is -42.5539 over 848 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6650 utterances; for utterance s010m2kjy00-20150804-Korean-set010025 avg. like is -47.6976 over 265 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6700 utterances; for utterance s010m2kjy00-20150804-Korean-set010075 avg. like is -49.1551 over 533 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6750 utterances; for utterance s010m2kjy00-20150804-KoreancarSNR10-set010019 avg. like is -43.1082 over 303 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6800 utterances; for utterance s010m2kjy00-20150804-KoreancarSNR10-set010069 avg. like is -44.6525 over 363 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6850 utterances; for utterance s010m2kjy00_r-20150804-Korean-set010013 avg. like is -50.5135 over 621 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6900 utterances; for utterance s010m2kjy00_r-20150804-Korean-set010063 avg. like is -50.3666 over 453 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 6950 utterances; for utterance s010m2kjy00_r-20150804-KoreanbabbleSNR10-set010007 avg. like is -47.9668 over 714 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7000 utterances; for utterance s010m2kjy00_r-20150804-KoreanbabbleSNR10-set010057 avg. like is -48.9124 over 309 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7050 utterances; for utterance s010mks5ssy00-20150804-Korean-set010001 avg. like is -47.6965 over 1168 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7100 utterances; for utterance s010mks5ssy00-20150804-Korean-set010051 avg. like is -45.9314 over 578 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7150 utterances; for utterance s010mks5ssy00-20150804-Korean-set010101 avg. like is -45.7752 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7200 utterances; for utterance s010mks5ssy00-20150804-KoreancarSNR10-set010046 avg. like is -40.5615 over 688 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7250 utterances; for utterance s010mks5ssy00-20150804-KoreancarSNR10-set010096 avg. like is -40.5863 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7300 utterances; for utterance s011fss2khj03-20150804-Korean-set011041 avg. like is -49.1618 over 938 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7350 utterances; for utterance s011fss2khj03-20150804-Korean-set011091 avg. like is -48.7494 over 718 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7400 utterances; for utterance s011fss2khj03-20150804-KoreanleopardSNR10-set011036 avg. like is -45.0459 over 808 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7450 utterances; for utterance s011fss2khj03-20150804-KoreanleopardSNR10-set011086 avg. like is -41.9535 over 578 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7500 utterances; for utterance s011m2cjy00-20150804-Korean-set011031 avg. like is -51.923 over 502 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7550 utterances; for utterance s011m2cjy00-20150804-Korean-set011081 avg. like is -54.3022 over 489 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7600 utterances; for utterance s011m2cjy00-20150804-Koreanbabble2SNR10-set011026 avg. like is -47.9012 over 512 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7650 utterances; for utterance s011m2cjy00-20150804-Koreanbabble2SNR10-set011076 avg. like is -45.7116 over 310 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7700 utterances; for utterance s011m2cjy00_r-20150804-Korean-set011021 avg. like is -53.0377 over 472 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7750 utterances; for utterance s011m2cjy00_r-20150804-Korean-set011071 avg. like is -50.4283 over 324 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7800 utterances; for utterance s011m2cjy00_r-20150804-KoreanwhiteSNR10-set011016 avg. like is -40.9559 over 466 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7850 utterances; for utterance s011m2cjy00_r-20150804-KoreanwhiteSNR10-set011066 avg. like is -42.2035 over 381 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7900 utterances; for utterance s011mjr5pjs00-20150804-Korean-set011011 avg. like is -51.448 over 1158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 7950 utterances; for utterance s011mjr5pjs00-20150804-Korean-set011061 avg. like is -50.494 over 958 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8000 utterances; for utterance s011mjr5pjs00-20150804-KoreanwhiteSNR10-set011006 avg. like is -39.9024 over 1668 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8050 utterances; for utterance s011mjr5pjs00-20150804-KoreanwhiteSNR10-set011056 avg. like is -37.0169 over 738 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8100 utterances; for utterance s012fjr1lhj00-20150804-Korean-set012001 avg. like is -50.085 over 488 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8150 utterances; for utterance s012fjr1lhj00-20150804-Korean-set012051 avg. like is -49.2586 over 748 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8200 utterances; for utterance s012fjr1lhj00-20150804-Korean-set012101 avg. like is -48.4565 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8250 utterances; for utterance s012fjr1lhj00-20150804-KoreandestroyeropsSNR10-set012046 avg. like is -44.183 over 858 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8300 utterances; for utterance s012fjr1lhj00-20150804-KoreandestroyeropsSNR10-set012096 avg. like is -43.4979 over 878 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8350 utterances; for utterance s012m2knk00-20150804-Korean-set012041 avg. like is -49.8364 over 558 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8400 utterances; for utterance s012m2knk00-20150804-Korean-set012091 avg. like is -50.378 over 664 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8450 utterances; for utterance s012m2knk00-20150804-Koreanleopard2SNR10-set012036 avg. like is -44.6906 over 518 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8500 utterances; for utterance s012m2knk00-20150804-Koreanleopard2SNR10-set012086 avg. like is -47.6623 over 722 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8550 utterances; for utterance s012mkw3pjh00-20150804-Korean-set012031 avg. like is -46.8382 over 1068 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8600 utterances; for utterance s012mkw3pjh00-20150804-Korean-set012081 avg. like is -48.9605 over 1158 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8650 utterances; for utterance s012mkw3pjh00-20150804-KoreanbabbleSNR10-set012026 avg. like is -49.1045 over 1068 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8700 utterances; for utterance s012mkw3pjh00-20150804-KoreanbabbleSNR10-set012076 avg. like is -49.1739 over 1068 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8750 utterances; for utterance s013fss3lhk01-20150804-Korean-set013021 avg. like is -48.2814 over 598 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8800 utterances; for utterance s013fss3lhk01-20150804-Korean-set013071 avg. like is -47.837 over 558 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8850 utterances; for utterance s013fss3lhk01-20150804-Koreanbabble1SNR10-set013016 avg. like is -47.3608 over 618 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8900 utterances; for utterance s013fss3lhk01-20150804-Koreanbabble1SNR10-set013066 avg. like is -48.7722 over 628 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 8950 utterances; for utterance s013m2ljh00-20150804-Korean-set013011 avg. like is -51.2099 over 575 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9000 utterances; for utterance s013m2ljh00-20150804-Korean-set013061 avg. like is -53.0536 over 457 frames.
WARNING (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:79) No alignment for utterance s013m2ljh00-20150804-Korean-set013077
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9050 utterances; for utterance s013m2ljh00-20150804-KoreancarSNR10-set013007 avg. like is -44.6047 over 1060 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9100 utterances; for utterance s013m2ljh00-20150804-KoreancarSNR10-set013057 avg. like is -46.9896 over 313 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9150 utterances; for utterance s013m2ljh00_r-20150804-Korean-set013002 avg. like is -55.5123 over 565 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9200 utterances; for utterance s013m2ljh00_r-20150804-Korean-set013052 avg. like is -48.6954 over 313 frames.
WARNING (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:79) No alignment for utterance s013m2ljh00_r-20150804-Korean-set013077
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9250 utterances; for utterance s013m2ljh00_r-20150804-Korean-set013103 avg. like is -49.4793 over 459 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9300 utterances; for utterance s013m2ljh00_r-20150804-KoreandestroyeropsSNR10-set013048 avg. like is -45.692 over 467 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9350 utterances; for utterance s013m2ljh00_r-20150804-KoreandestroyeropsSNR10-set013098 avg. like is -44.9418 over 341 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9400 utterances; for utterance s013mjr4lys00-20150804-Korean-set013043 avg. like is -46.9545 over 638 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9450 utterances; for utterance s013mjr4lys00-20150804-Korean-set013093 avg. like is -49.821 over 1308 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9500 utterances; for utterance s013mjr4lys00-20150804-KoreancarSNR10-set013038 avg. like is -41.4546 over 1178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9550 utterances; for utterance s013mjr4lys00-20150804-KoreancarSNR10-set013088 avg. like is -39.6316 over 878 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9600 utterances; for utterance s014fss3kmj01-20150804-Korean-set014033 avg. like is -45.2032 over 678 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9650 utterances; for utterance s014fss3kmj01-20150804-Korean-set014083 avg. like is -44.7051 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9700 utterances; for utterance s014fss3kmj01-20150804-KoreancarSNR10-set014028 avg. like is -40.6968 over 758 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9750 utterances; for utterance s014fss3kmj01-20150804-KoreancarSNR10-set014078 avg. like is -38.7698 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9800 utterances; for utterance s014m2jsw00-20150804-Korean-set014023 avg. like is -51.4829 over 323 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9850 utterances; for utterance s014m2jsw00-20150804-Korean-set014073 avg. like is -48.4309 over 372 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9900 utterances; for utterance s014m2jsw00-20150804-Koreancar1SNR10-set014017 avg. like is -42.5509 over 293 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 9950 utterances; for utterance s014m2jsw00-20150804-Koreancar1SNR10-set014067 avg. like is -44.7869 over 319 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10000 utterances; for utterance s014m2jsw00_r-20150804-Korean-set014011 avg. like is -50.2342 over 595 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10050 utterances; for utterance s014m2jsw00_r-20150804-Korean-set014061 avg. like is -49.4965 over 625 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10100 utterances; for utterance s014m2jsw00_r-20150804-KoreanvolvoSNR10-set014005 avg. like is -48.7473 over 899 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10150 utterances; for utterance s014m2jsw00_r-20150804-KoreanvolvoSNR10-set014055 avg. like is -48.1135 over 275 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10200 utterances; for utterance s014m2jsw00_r-20150804-KoreanvolvoSNR10-set014105 avg. like is -47.0504 over 302 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10250 utterances; for utterance s014mcc1yks00-20150804-Korean-set014049 avg. like is -47.8594 over 558 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10300 utterances; for utterance s014mcc1yks00-20150804-Korean-set014099 avg. like is -48.8215 over 548 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10350 utterances; for utterance s014mcc1yks00-20150804-KoreanleopardSNR10-set014044 avg. like is -43.6531 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10400 utterances; for utterance s014mcc1yks00-20150804-KoreanleopardSNR10-set014094 avg. like is -43.0808 over 658 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10450 utterances; for utterance s015fjr3khy00-20150804-Korean-set015039 avg. like is -51.7944 over 768 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10500 utterances; for utterance s015fjr3khy00-20150804-Korean-set015089 avg. like is -52.6463 over 1068 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10550 utterances; for utterance s015fjr3khy00-20150804-KoreanhfchannelSNR10-set015033 avg. like is -39.8403 over 748 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10600 utterances; for utterance s015fjr3khy00-20150804-KoreanhfchannelSNR10-set015083 avg. like is -40.7286 over 868 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10650 utterances; for utterance s015m2chd00-20150804-Korean-set015027 avg. like is -52.055 over 433 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10700 utterances; for utterance s015m2chd00-20150804-Korean-set015077 avg. like is -49.2707 over 666 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10750 utterances; for utterance s015m2chd00-20150804-KoreandestroyeropsSNR10-set015021 avg. like is -45.1283 over 440 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10800 utterances; for utterance s015m2chd00-20150804-KoreandestroyeropsSNR10-set015071 avg. like is -44.0288 over 478 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10850 utterances; for utterance s015m2chd00_r-20150804-Korean-set015015 avg. like is -53.3971 over 777 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10900 utterances; for utterance s015m2chd00_r-20150804-Korean-set015065 avg. like is -53.0851 over 410 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 10950 utterances; for utterance s015m2chd00_r-20150804-Koreanfactory2SNR10-set015009 avg. like is -45.4238 over 463 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11000 utterances; for utterance s015m2chd00_r-20150804-Koreanfactory2SNR10-set015059 avg. like is -46.4268 over 317 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11050 utterances; for utterance s015mss2kjs00-20150804-Korean-set015003 avg. like is -52.6535 over 688 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11100 utterances; for utterance s015mss2kjs00-20150804-Korean-set015053 avg. like is -47.5159 over 628 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11150 utterances; for utterance s015mss2kjs00-20150804-Korean-set015103 avg. like is -47.9461 over 858 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11200 utterances; for utterance s015mss2kjs00-20150804-KoreanwhiteSNR10-set015047 avg. like is -38.9504 over 668 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11250 utterances; for utterance s015mss2kjs00-20150804-KoreanwhiteSNR10-set015097 avg. like is -39.7165 over 748 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11300 utterances; for utterance s016fkw4lyh02-20150804-Korean-set016041 avg. like is -53.4835 over 1178 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11350 utterances; for utterance s016fkw4lyh02-20150804-Korean-set016091 avg. like is -49.8211 over 568 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11400 utterances; for utterance s016fkw4lyh02-20150804-KoreanpinkSNR10-set016036 avg. like is -38.7621 over 628 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11450 utterances; for utterance s016fkw4lyh02-20150804-KoreanpinkSNR10-set016086 avg. like is -37.5912 over 778 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11500 utterances; for utterance s016m2ljy00-20150804-Korean-set016031 avg. like is -49.9377 over 402 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11550 utterances; for utterance s016m2ljy00-20150804-Korean-set016081 avg. like is -50.9648 over 373 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11600 utterances; for utterance s016m2ljy00-20150804-KoreanleopardSNR10-set016026 avg. like is -46.2575 over 1102 frames.
LOG (gmm-acc-stats-ali[5.5.52-6d919]:main():gmm-acc-stats-ali.cc:105) Processed 11650 utterances; for utterance s016m2ljy00-20150804-KoreanleopardSNR10-set016076 avg. like is -45.6212 over 523 frames.
LOG (apply-cmvn[5.5.52-6d919]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 11681 utterances, errors on 0
LOG (transform-feats[5.5.52-6d919]:main():transform-feats.cc:158) Overall average [pseudo-]logdet is -92.5347 over 7.53143e+06 frames.
LOG (transform-feats[5.5.52-6d919]:main():transform-feats.cc:161) Applied transform to 11681 utterances; 0 had errors.
LOG (transform-feats[5.5.52-6d919]:main():transform-feats.cc:158) Overall average logdet is 3.59655 over 7.53143e+06 frames.
